"MIM"	"OMIM_disease_title"	"phecodes"
"OMIM_155755"	"MELANOMA-ASTROCYTOMA SYNDROME"	"172.1,191.11,225.1"
"OMIM_606719"	"#606719 MELANOMA-PANCREATIC CANCER SYNDROME;;FAMILIAL ATYPICAL MULTIPLE MOLE MELANOMA-PANCREATIC CARCINOMA SYNDROME;FAMMMPC"	"149.1,157,172.1,172.22"
"OMIM_208920"	"#208920 ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA;EAOH;;ATAXIA-OCULOMOTOR APRAXIA SYNDROME; AOA;;ATAXIA-OCULOMOTOR APRAXIA 1; AOA1;;ATAXIA-TELANGIECTASIA-LIKE SYNDROME;;CEREBELLAR ATAXIA, EARLY-ONSET, WITH HYPOALBUMINEMIA; EOCA-HAATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED"	"272.11,292.1,292.2,292.4,333.1,333.3,333.4,334.1,350.3,350.5,356,378,378.2,687.4,737.3,772.1,772.3"
"OMIM_607091"	"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IID"	"286,331.1,350.3,359.2"
"OMIM_244400"	"#244400 CILIARY DYSKINESIA, PRIMARY, 1; CILD1;;PCD;;CILIARY DYSKINESIA, PRIMARY, 1, WITH OR WITHOUT SITUS INVERSUS;;IMMOTILE CILIA SYNDROME; ICS;;POLYNESIAN BRONCHIECTASISKARTAGENER SYNDROME, INCLUDED;;DEXTROCARDIA, BRONCHIECTASIS, AND SINUSITIS, INCLUDED;;SIEWERT SYNDROME, INCLUDED"	"331.1,339,350.6,381.1,389.2,471,472,475,480,496.3"
"OMIM_614373"	"#614373 AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENILE; ALS16"	"334.21,350.1,350.5"
"OMIM_230400"	"GALACTOSEMIA"	"251.1,260,276.41,283,291.8,292.1,292.2,315.3,333.1,350.3,366,561.1,571.51,571.8,573.3,588,743.1,789,994.2"
"OMIM_614409"	"#614409 SPASTIC PARAPLEGIA 46, AUTOSOMAL RECESSIVE; SPG46"	"290.1,292.1,331,334.1,350.1,350.2,350.3,350.5,366,378.2,389,599.4,737.1,737.3,772.3"
"OMIM_260000"	"#260000 HYPEROXALURIA, PRIMARY, TYPE II; HP2;;OXALOSIS II;;GLYCERIC ACIDURIA;;GLYOXYLATE REDUCTASE/HYDROXYPYRUVATE REDUCTASE DEFICIENCY;;D-GLYCERATE DEHYDROGENASE DEFICIENCY"	"585.2,593,594"
"OMIM_614678"	"#614678 PONTOCEREBELLAR HYPOPLASIA, TYPE 1B; PCH1B"	"331,334.1,345.3,348.4,350.1,350.3,350.5,362.7,378,378.2,509,529,739,772.1,830"
"OMIM_615878"	"#615878 CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 4; PFIC4"	"571.81,573,575.2"
"OMIM_602014"	"HYPOMAGNESEMIA WITH SECONDARY HYPOCALCEMIA"	"275.3,275.51,345.3,350.1"
"OMIM_200150"	"#200150 CHOREOACANTHOCYTOSIS; CHAC;;LEVINE-CRITCHLEY SYNDROME;;ACANTHOCYTOSIS WITH NEUROLOGIC DISORDER;;NEUROACANTHOCYTOSIS;;CHOREA-ACANTHOCYTOSIS"	"260,286,289.4,290.1,292.1,292.3,295.3,300,300.1,312,313.1,313.2,327,331,332,333.1,333.3,333.4,345.3,348.9,350.2,350.3,350.5,356,359.2,366,378.2,425.1,446,465,532,557,572,573.3,573.4,573.6,579.2,772.1,772.3,782.6,785,789"
"OMIM_250950"	"#250950 3-@METHYLGLUTACONIC ACIDURIA, TYPE I; MGCA1;;MGA, TYPE I; MGA1;;3-@METHYLGLUTACONYL-COA HYDRATASE DEFICIENCY;;3-@MG-COA-HYDRATASE DEFICIENCY"	"251.1,276.41,292.1,292.2,324,331,333.4,334.1,342,345.3,350.1,350.5,377.1,573.3,599.4"
"OMIM_229700"	"FRUCTOSE-1,6-BISPHOSPHATASE DEFICIENCY"	"251.1,276.41,345.3,348.7,350.3,427.7,512.7,513.31,513.4,573.3,783,798"
"OMIM_615715"	"#615715 BONE MARROW FAILURE SYNDROME 2; BMFS2"	"284.1,285,287.3"
"OMIM_616278"	"#616278 BILE ACID SYNTHESIS DEFECT, CONGENITAL, 5; CBAS5"	"280,573,573.3,573.5,573.6,579.2"
"OMIM_615382"	"#615382 NEPHRONOPHTHISIS 16; NPHP16"	"394.1,395.4,425.1,571,575.2,585.2,586.2"
"OMIM_607906"	"#607906 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE II; CDG1I;;CDG II; CDGII"	"286,292.2,315.3,345.3,350.5,366,367.9,378.2,573.3"
"OMIM_616228"	"#616228 MYASTHENIC SYNDROME, CONGENITAL, WITH TUBULAR AGGREGATES 3; CMSTA3"	"350.2,350.3,359.1,735.1,737.2,737.3,739,799"
"OMIM_602088"	"#602088 NEPHRONOPHTHISIS 2; NPHP2;;NPH2"	"276.13,276.41,401,509.1,509.2,580.32,585.3,586.2"
"OMIM_229600"	"#229600 FRUCTOSE INTOLERANCE, HEREDITARY;;FRUCTOSEMIA;;FRUCTOSE-1-PHOSPHATE ALDOLASE DEFICIENCY;;FRUCTOSE-1,6-BISPHOSPHATE ALDOLASE B DEFICIENCY;;ALDOLASE B DEFICIENCY;;ALDOB DEFICIENCY"	"250.5,251.1,260,275.53,276.41,277.4,315.3,345.3,348.7,571.5,571.51,573.3,573.5,573.6,578,588,785,789,798"
"OMIM_205400"	"#205400 TANGIER DISEASE; TGD;;HIGH DENSITY LIPOPROTEIN DEFICIENCY, TYPE 1; HDLDT1;;HIGH DENSITY LIPOPROTEIN DEFICIENCY, TANGIER TYPE;;ANALPHALIPOPROTEINEMIA"	"277.51,350.5,352,356,357,364.1,367.9,374.1,411.2,416,573.3,579.2,706.8,772.1"
"OMIM_274270"	"#274270 DIHYDROPYRIMIDINE DEHYDROGENASE DEFICIENCY;;DPD DEFICIENCY;;DPYD DEFICIENCY;;THYMINE-URACILURIA, HEREDITARY;;PYRIMIDINEMIA, FAMILIAL5-@FLUOROURACIL TOXICITY, INCLUDED"	"313.1,313.3,315.3,331,344,345.3,350.3,377.1,378.2,772.2,798"
"OMIM_253800"	"#253800 MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYEANOMALIES), TYPE A, 4; MDDGA4;;FUKUYAMA CONGENITAL MUSCULAR DYSTROPHY; FCMD;;WALKER-WARBURG SYNDROME OR MUSCLE-EYE-BRAIN DISEASE, FKTN-RELATED"	"315.3,331.1,345.3,348.4,350.3,350.5,361,366,367.1,367.8,377.1,378,395.4,425.1,509,737.3,739,772.1,772.3"
"OMIM_232400"	"#232400 GLYCOGEN STORAGE DISEASE III;;GSD III; GSD3;;FORBES DISEASE;;CORI DISEASE;;LIMIT DEXTRINOSIS;;AMYLO-1,6-GLUCOSIDASE DEFICIENCY;;AGL DEFICIENCY;;GLYCOGEN DEBRANCHER DEFICIENCY;;GDE DEFICIENCYGLYCOGEN STORAGE DISEASE IIIA, INCLUDED; GSD IIIA, INCLUDED;;GLYCOGEN STORAGE DISEASE IIIB, INCLUDED; GSD IIIB, INCLUDED;;GLYCOGEN STORAGE DISEASE IIIC, INCLUDED; GSD IIIC, INCLUDED;;GLYCOGEN STORAGE DISEASE IIID, INCLUDED; GSD IIID, INCLUDED"	"251.1,272.1,292.2,359.2,416,425,571,573.3,573.6,772.1,772.3"
"OMIM_105120"	"AMYLOIDOSIS V"	"270.33,334.2,356,364.5,425,580,585.2,701"
"OMIM_219730"	"#219730 VENTRICULOMEGALY WITH CYSTIC KIDNEY DISEASE; VMCKD"	"331.1,345.3,348.9,585.2,586.2"
"OMIM_614436"	"#614436 CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2P; CMT2P;;CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 2P"	"350.1,350.5,356,359.1,687.4,735.21,772.1"
"OMIM_187300"	"#187300 TELANGIECTASIA, HEREDITARY HEMORRHAGIC, OF RENDU, OSLER, AND WEBER;HHT;;OSLER-RENDU-WEBER DISEASE;;ORW DISEASETELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 1, INCLUDED; HHT1, INCLUDED"	"285,324,340,345.3,428.1,429.3,430.1,430.2,433.21,433.31,442.8,447,448,454,477,512.7,513.3,537.1,571.51,578.1,578.2"
"OMIM_616276"	"#616276 COENZYME Q10 DEFICIENCY, PRIMARY, 7; COQ10D7"	"345.11,345.3,350.3,425.1,427.8,509,532,637,737.3"
"OMIM_604841"	"STICKLER SYNDROME, TYPE II"	"361,362.3,364.1,365,366,367.1,389.1,526.3,716,728.2"
"OMIM_610768"	"#610768 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IM; CDG1M;;CDG IM; CDGIM;;DOLICHOL KINASE DEFICIENCY;;DK1 DEFICIENCY"	"251.1,286,292.2,331,345.3,350.3,425,573.3,573.6,579.2,706.8,770"
"OMIM_128100"	"#128100 DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT; DYT1;;DYSTONIA MUSCULORUM DEFORMANS 1;;EARLY-ONSET TORSION DYSTONIA; EOTD"	"292.1,333.1,333.4,350.3,723.1,737.1,737.2,737.3,772.2"
"OMIM_215700"	"#215700 CITRULLINEMIA, CLASSIC;;CITRULLINEMIA, TYPE I; CTLN1;;CITRULLINURIA;;ARGININOSUCCINATE SYNTHETASE DEFICIENCY;;ASS DEFICIENCY"	"276.42,315.3,334.1,345.3,348.2,348.7,433.21,573.3,789,798"
"OMIM_609308"	"#609308 MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 1; MDDGC1;;MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2K; LGMD2K"	"315.3,359.1,425,737.2,739,741.3,798"
"OMIM_602433"	"#602433 AMYOTROPHIC LATERAL SCLEROSIS 4, JUVENILE; ALS4;;NEURONOPATHY, DISTAL HEREDITARY MOTOR, WITH PYRAMIDAL FEATURES"	"334.2,334.21,350.1,350.5,356,359.1,741.3"
"OMIM_274150"	"#274150 THROMBOTIC THROMBOCYTOPENIC PURPURA, CONGENITAL; TTP;;MICROANGIOPATHIC HEMOLYTIC ANEMIA;;THROMBOTIC MICROANGIOPATHY, FAMILIAL;;UPSHAW-SCHULMAN SYNDROME; USS;;SCHULMAN-UPSHAW SYNDROME;;UPSHAW FACTOR, DEFICIENCY OF;;MICROANGIOPATHIC HEMOLYTIC ANEMIA, CONGENITAL;;THROMBOTIC THROMBOCYTOPENIC PURPURA, FAMILIAL"	"269,283.2,283.21,287.3,333.1,512.9,593.2,783"
"OMIM_223360"	"#223360 DOPAMINE BETA-HYDROXYLASE DEFICIENCY, CONGENITAL;;NOREPINEPHRINE DEFICIENCY;;NORADRENALINE DEFICIENCY"	"345.3,374.3,458.1,599.5,780"
"OMIM_212050"	"#212050 CANDIDIASIS, FAMILIAL, 2; CANDF2;;CANDIDIASIS, FAMILIAL CHRONIC MUCOCUTANEOUS, AUTOSOMAL RECESSIVE;;CARD9 IMMUNODEFICIENCY"	"110.11,112,320"
"OMIM_610156"	"#610156 MENTAL RETARDATION, TRUNCAL OBESITY, RETINAL DYSTROPHY, AND MICROPENIS;;MORM SYNDROME"	"278.1,315.3,366,367.9"
"OMIM_608594"	"LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 1"	"251.1,260.7,272.12,277.51,526.3,550.4,571.5,571.51,573.3,577.1,579.2,701.6,704.2"
"OMIM_606367"	"#606367 INTERLEUKIN 2 RECEPTOR, ALPHA, DEFICIENCY OF;;IL2RA DEFICIENCY;;CD25 DEFICIENCY"	"041,079,117,289.4,561.1,571.5"
"OMIM_266500"	"REFSUM DISEASE"	"334.1,350.5,350.6,356,362,362.7,366,368,374.3,378.2,379.4,389.1,416,425,427,428.1,772.3"
"OMIM_603554"	"#603554 OMENN SYNDROME;;RETICULOENDOTHELIOSIS, FAMILIAL, WITH EOSINOPHILIA;;SEVERE COMBINED IMMUNODEFICIENCY WITH HYPEREOSINOPHILIA"	"041,079,117,202.2,244,245,285,287.3,289.4,480,557,561.1,573.3,579.2,580,695.9,698,704.1,706.8,782.3,994.2"
"OMIM_614651"	"#614651 COENZYME Q10 DEFICIENCY, PRIMARY, 2; COQ10D2"	"278.1,315.3,350.5,356,377.1,394.2,395.2,415.21,782.6"
"OMIM_613672"	"#613672 SPASTIC ATAXIA 4, AUTOSOMAL RECESSIVE; SPAX4"	"292.1,334.1,350.5,377.1,378.2"
"OMIM_162300"	"#162300 MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIB; MEN2B;;MEN IIB;;NEUROMATA, MUCOSAL, WITH ENDOCRINE TUMORS;;WAGENMANN-FROBOESE SYNDROME;;MULTIPLE ENDOCRINE NEOPLASIA, TYPE III, FORMERLY; MEN3, FORMERLYMUCOSAL NEUROMA SYNDROME, INCLUDED"	"193,212,227.1,241,252.1,350.3,359.2,561.1,562.1,563,728.2,737.1,737.2,737.3"
"OMIM_171400"	"MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIA"	"193,227.1,227.2,252.1,255.11,401"
"OMIM_615233"	"#615233 RETINITIS PIGMENTOSA 66; RP66"	"362.7,366,367.9,368,368.4,377.1"
"OMIM_615506"	"#615506 TELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 5; HHT5"	"448,477,571.81,573.6"
"OMIM_278800"	"DE SANCTIS-CACCHIONE SYNDROME"	"292.4,315.3,333.3,333.8,334.1,350.1,350.5,368.9,369.5,370,374.1,389.1,448,694.2,938"
"OMIM_600630"	"#600630 UV-SENSITIVE SYNDROME 1; UVSS1"	"448,694.2,706.8,938"
"OMIM_615493"	"#615493 MENTAL RETARDATION, AUTOSOMAL RECESSIVE 37; MRT37"	"312,313.1,315.3,327,345.3,350.1,350.3"
"OMIM_607678"	"#607678 CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1D; CMT1D;;HEREDITARY MOTOR AND SENSORY NEUROPATHY 1D;;HMSN ID;;HMSN1D;;CHARCOT-MARIE-TOOTH NEUROPATHY, TYPE 1D"	"350.2,359.1,772.1,772.3"
"OMIM_615156"	"#615156 PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS,AUTOSOMAL DOMINANT, 6; PEOA6;;PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL DOMINANT, 6"	"327.32,350.2,352.2,359.1,374.3,378,512.9,770,771.2,772.1,798"
"OMIM_235700"	"#235700 HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY"	"277.4,282,285,573.5,574.1,574.3,579.2"
"OMIM_603553"	"#603553 HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 2; FHL2;;HPLH2;;HLH2"	"272.12,275.1,276.12,277.4,285,286.9,287.3,289.4,320,323,334.1,342,344,345.3,348.7,350.3,377,573.3,573.5,579.2,772.2,782.3"
"OMIM_264070"	"#264070 HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D; HPABH4D;;HYPERPHENYLALANINEMIA, TETRAHYDROBIOPTERIN-DEFICIENT, DUE TO PTERIN-4-ALPHA-CARBINOLAMINEDEHYDRATASE DEFICIENCY;;HYPERPHENYLALANINEMIA WITH PRIMAPTERINURIA;;CADH DEFICIENCY;;PCBD DEFICIENCY"	"333.1,350.3,772.2"
"OMIM_602782"	"#602782 HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME;;HISTIOCYTOSIS AND LYMPHADENOPATHY WITH OR WITHOUT CUTANEOUS, CARDIAC,AND/OR ENDOCRINE FEATURES, JOINT CONTRACTURES, AND/OR DEAFNESS;;HYPERPIGMENTATION, CUTANEOUS, WITH HYPERTRICHOSIS, HEPATOSPLENOMEGALY,HEART ANOMALIES, AND HYPOGONADISM WITH OR WITHOUT HEARING LOSS;;H SYNDROME;;PIGMENTED HYPERTRICHOSIS WITH INSULIN-DEPENDENT DIABETES MELLITUS;PHID;;HISTIOCYTOSIS WITH JOINT CONTRACTURES AND SENSORINEURAL DEAFNESS;HJCD;;FAISALABAD HISTIOCYTOSIS;;ROSAI-DORFMAN DISEASE, FAMILIAL;;SINUS HISTIOCYTOSIS AND MASSIVE LYMPHADENOPATHY; SHML"	"242.3,250.2,253.5,289.4,379.1,389.1,395.1,416,573.3,579.2,586.4,735.3,739,783"
"OMIM_249900"	"#249900 METACHROMATIC LEUKODYSTROPHY DUE TO SAPOSIN B DEFICIENCY;;METACHROMATIC LEUKODYSTROPHY DUE TO CEREBROSIDE SULFATASE ACTIVATORDEFICIENCY;;SAPOSIN B DEFICIENCY"	"292.1,292.4,334.1,341,345.3,350.3,350.5,356,357,532,599.4,772.3"
"OMIM_611721"	"#611721 COMBINED SAPOSIN DEFICIENCY;;PROSAPOSIN DEFICIENCY; PSAPD;;COMBINED SAP DEFICIENCY"	"331,333.2,341,345.11,345.3,350.1,350.3,350.5,377.1,378,465,509,573.3,579.2"
"OMIM_611722"	"#611722 KRABBE DISEASE, ATYPICAL, DUE TO SAPOSIN A DEFICIENCY;;SAPOSIN A DEFICIENCY"	"327.31,331,350.5,509.1,772.2"
"OMIM_601709"	"#601709 QUEBEC PLATELET DISORDER; QPD;;BLEEDING DISORDER, PLATELET-TYPE, 5; BDPLT5;;FACTOR V QUEBEC"	"287.3,477,741.5"
"OMIM_178500"	"#178500 PULMONARY FIBROSIS, IDIOPATHIC; IPF;;IDIOPATHIC PULMONARY FIBROSIS, FAMILIAL;;FIBROSING ALVEOLITIS, CRYPTOGENIC;;FIBROCYSTIC PULMONARY DYSPLASIAINTERSTITIAL PNEUMONITIS, USUAL, INCLUDED; UIP, INCLUDED;;HAMMAN-RICH DISEASE, INCLUDED"	"165.1,415.21,480,504.1,512.9,571.51"
"OMIM_278000"	"LYSOSOMAL ACID LIPASE DEFICIENCY"	"214,255.21,260,272.11,285,291.8,292.2,415.21,440,530.2,557,561.1,571,571.5,571.51,572,573,573.3,579.2,698,701.1,785,789"
"OMIM_607346"	"#607346 SPINOCEREBELLAR ATAXIA 19; SCA19;;SPINOCEREBELLAR ATAXIA 22; SCA22"	"292.1,292.2,333.1,333.2,334.1,350.5,378.2,532"
"OMIM_615147"	"#615147 RETINAL DYSTROPHY, IRIS COLOBOMA, AND COMEDOGENIC ACNE SYNDROME; RDCCAS"	"362.7,367.9,377.1,706.1"
"OMIM_613093"	"CONE DYSTROPHY 4; COD4"	"367.9,368.9,378.2"
"OMIM_610725"	"#610725 NEPHROTIC SYNDROME, TYPE 3; NPHS3;;NEPHROTIC SYNDROME, EARLY-ONSET, TYPE 3"	"269,580,580.12,580.4,585.3,782.3"
"OMIM_613502"	"#613502 AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIVE; AGM4;;AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO BLNK DEFECT"	"041,381.1,475,480,561.1"
"OMIM_610244"	"SPASTIC PARAPLEGIA 33, AUTOSOMAL DOMINANT"	"334.1,350.1,350.2,350.5,772.3"
"OMIM_203300"	"#203300 HERMANSKY-PUDLAK SYNDROME 1; HPS1;;ALBINISM WITH HEMORRHAGIC DIATHESIS AND PIGMENTED RETICULOENDOTHELIALCELLS;;DELTA STORAGE POOL DISEASE"	"216,286.9,367.9,378.2,425,477,504.1,510,555,578.2,585.2,785"
"OMIM_615119"	"#615119 CARDIOENCEPHALOMYOPATHY, FATAL INFANTILE, DUE TO CYTOCHROME C OXIDASEDEFICIENCY 2; CEMCOX2"	"348.8,350.3,571.5"
"OMIM_245340"	"#245340 ERYTHROCYTE LACTATE TRANSPORTER DEFECT;;LACTATE TRANSPORTER DEFECT, MYOPATHY DUE TO"	"770,771.2,798"
"OMIM_616127"	"#616127 SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 17; SCAR17"	"292.1,315.3,334.1,350.2,350.3"
"OMIM_615112"	"#615112 UROFACIAL SYNDROME 2; UFS2"	"563,585.2,586.12,591,595"
"OMIM_271245"	"#271245 MITOCHONDRIAL DNA DEPLETION SYNDROME 7 (HEPATOCEREBRAL TYPE); MTDPS7;;SPINOCEREBELLAR ATAXIA, INFANTILE-ONSET; IOSCA;;OPHTHALMOPLEGIA, HYPOTONIA, ATAXIA, HYPACUSIS, AND ATHETOSIS;;OHAHA SYNDROME;;SPINOCEREBELLAR ATAXIA, INFANTILE, WITH SENSORY NEUROPATHY;;SPINOCEREBELLAR ATAXIA 8, FORMERLY; SCA8, FORMERLY"	"291.8,295.3,315.1,315.3,331,334.1,340,345.1,345.11,350.1,350.3,350.5,356,377.1,378.2,378.5,389,573.6,772.3"
"OMIM_609286"	"#609286 PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS,AUTOSOMAL DOMINANT, 3; PEOA3;;PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL DOMINANT, 3"	"250.2,290.1,292.1,296.2,331,332,334.1,345.3,350.2,350.5,356,366,374.3,378,389,425,427.8,473.4,532,770,772.1,772.3,798"
"OMIM_616138"	"#616138 PERRAULT SYNDROME 5; PRLTS5"	"334.1,345.3,350.5,356,378.2,378.5"
"OMIM_615577"	"#615577 IMMUNODEFICIENCY, COMMON VARIABLE, 10; CVID10;;IMMUNODEFICIENCY, COMMON VARIABLE, WITH CENTRAL ADRENAL INSUFFICIENCY;;DEFICIT IN ANTERIOR PITUITARY FUNCTION AND VARIABLE IMMUNODEFICIENCY;DAVID"	"253.5,255.2,465,495,704.1"
"OMIM_202110"	"ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY"	"255.12,255.3,401,612.2"
"OMIM_613162"	"#613162 SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE; SPG45"	"315.3,334.1,350.2,350.5,367.1,377.1,378.2,739"
"OMIM_615578"	"#615578 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 18; COXPD18"	"276.41,281.9,315.3,333.1,350.3,367.9,637,772.1"
"OMIM_612954"	"#612954 MYOPATHY, MYOFIBRILLAR, 6; MFM6;;MYOPATHY, MYOFIBRILLAR, BAG3-RELATED"	"350.5,352.2,356,357,359.1,359.2,425.1,509,513.8,687.4,737.3,739,772.1,798"
"OMIM_615511"	"#615511 MYOPATHY DUE TO MYOADENYLATE DEAMINASE DEFICIENCY; MMDD;;ADENOSINE MONOPHOSPHATE DEAMINASE-1 DEFICIENCY, MYOPATHY DUE TO;;AMPD1 DEFICIENCY;;MYOADENYLATE DEAMINASE DEFICIENCY, MYOPATHY DUE TO"	"350.3,772.3,772.4,798"
"OMIM_610006"	"2-@METHYLBUTYRYL-COA DEHYDROGENASE DEFICIENCY"	"251.1,345.3,350.3,378.1,772.1,780,798"
"OMIM_258870"	"ORNITHINE AMINOTRANSFERASE DEFICIENCY"	"363.4,366,367.1,367.9,368,772.3"
"OMIM_263700"	"#263700 PORPHYRIA, CONGENITAL ERYTHROPOIETIC;;CEP;;GUNTHER DISEASE;;UROPORPHYRINOGEN III SYNTHASE DEFICIENCY;;UROS DEFICIENCY"	"283,287.3,300,364,369.5,574.1,579.2,694,694.2,701.2,701.3,704.1,704.2,739,743,743.1,743.2,805,938"
"OMIM_608654"	"#608654 NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE V; HSAN5;;HSAN V;;INSENSITIVITY TO PAIN, CONGENITAL"	"315.3,356,705,710.1,783"
"OMIM_611938"	"#611938 VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 2; CPVT2;;VENTRICULAR TACHYCARDIA, STRESS-INDUCED POLYMORPHIC; VTSIP"	"345.3,427.12,788"
"OMIM_149700"	"#149700 LACRIMAL DUCT DEFECT; LCDD;;NASOLACRIMAL DUCT OBSTRUCTION;;LACRIMAL PUNCTA, ABSENCE OF"	"369.5,375.2,475"
"OMIM_610127"	"#610127 CEROID LIPOFUSCINOSIS, NEURONAL, 10; CLN10;;CEROID LIPOFUSCINOSIS, NEURONAL, CATHEPSIN D-DEFICIENT;;NEURONAL CEROID LIPOFUSCINOSIS DUE TO CATHEPSIN D DEFICIENCYNEURONAL CEROID LIPOFUSCINOSIS, CONGENITAL, INCLUDED"	"315.3,331,334.1,345.1,345.3,350.1,362.7,367.9,377.1,509,509.1,513.31"
"OMIM_605407"	"#605407 SEGAWA SYNDROME, AUTOSOMAL RECESSIVE;;PARKINSONISM, INFANTILE, AUTOSOMAL RECESSIVE;;DYSTONIA, DOPA-RESPONSIVE, AUTOSOMAL RECESSIVE;;DOPA-RESPONSIVE DYSTONIA, AUTOSOMAL RECESSIVE;;TYROSINE HYDROXYLASE DEFICIENCY"	"332,333,333.1,333.2,334.1,350.1,350.3,374.3"
"OMIM_192500"	"#192500 LONG QT SYNDROME 1; LQT1;;WARD-ROMANO SYNDROME; WRS;;ROMANO-WARD SYNDROME; RWS;;VENTRICULAR FIBRILLATION WITH PROLONGED QT INTERVALLONG QT SYNDROME 1/2, DIGENIC, INCLUDED; LQT1/2, DIGENIC, INCLUDED;;LONG QT SYNDROME 1, ACQUIRED, SUSCEPTIBILITY TO, INCLUDED"	"426.8,427.41,427.42,788"
"OMIM_220400"	"JERVELL AND LANGE-NIELSEN SYNDROME"	"426.8,427.42,788"
"OMIM_607554"	"ATRIAL FIBRILLATION, FAMILIAL, 3"	"427.21,427.7,433.21"
"OMIM_614207"	"#614207 HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 3; HPMRS3;;MENTAL RETARDATION, AUTOSOMAL RECESSIVE 17; MRT17;;MENTAL RETARDATION, AUTOSOMAL RECESSIVE 21; MRT21"	"275.53,315.3,331,345.3,350.3"
"OMIM_160565"	"#160565 MYOPATHY, TUBULAR AGGREGATE, 1; TAM1;;MYOPATHY, TUBULAR AGGREGATE; TAM;;TUBULAR AGGREGATE MYOPATHY"	"350.5,359.2,368,378.5,509,739,741.3,770,771.2,772.1,772.3,798"
"OMIM_612783"	"#612783 IMMUNODEFICIENCY 10; IMD10;;IMMUNE DYSFUNCTION WITH T-CELL INACTIVATION DUE TO CALCIUM ENTRY DEFECT2;;STIM1 DEFICIENCY"	"041,283.1,287.3,289.4,350.3,359.2,783"
"OMIM_257200"	"#257200 NIEMANN-PICK DISEASE, TYPE A;;SPHINGOMYELIN LIPIDOSIS;;SPHINGOMYELINASE DEFICIENCYNIEMANN-PICK DISEASE, INTERMEDIATE, PROTRACTED NEUROVISCERAL, INCLUDED"	"280.1,289.4,315.3,350.1,350.3,350.5,465,514,563,573.3,579.2,743.1,772.3,789"
"OMIM_607616"	"NIEMANN-PICK DISEASE, TYPE B"	"272.11,272.12,277.51,465,512.7,514,573.3,579.2"
"OMIM_616188"	"#616188 RETINAL DYSTROPHY AND OBESITY; RDOB"	"278.1,361,367.1,367.2,367.9"
"OMIM_604563"	"CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B2"	"350.2,350.5,356,357,359.1,365,389.1,687.4,735.21,737.3,741.3,772.1"
"OMIM_240800"	"#240800 HYPOGLYCEMIA, LEUCINE-INDUCED; LIH;;LEUCINE-SENSITIVE HYPOGLYCEMIA OF INFANCY"	"251.1,291.8,315.3,334.1,348.7,350.1,350.5,378"
"OMIM_616187"	"#616187 EPILEPSY, PROGRESSIVE MYOCLONIC 7; EPM7"	"292.4,333.1,333.2,334.1"
"OMIM_612124"	"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 12"	"425,427.12,427.21,427.42"
"OMIM_614618"	"#614618 HYPEREKPLEXIA 3; HKPX3"	"513.31,770,772.2"
